"","id","edad","genero","carrera","semestre","promedio","creditos","asistencia","estudio","videojuegos","deporte","dormir","trabajo","ingresos","condicion","modalidad","extra_escolar","seleccionado","transporte","traslado","internet","tutorias","beca","perfil_simulado"
"156","E0156",22,"Masculino","Industrial",7,68,254,70,2,0,3,6,22,8193,"Baja","Virtual","Voluntariado","NO","Auto",13,"Regular","NO","NO","Trabaja_y_estudia"
"157","E0157",23,"Masculino","Sistemas",5,84,171,69,13,7,2,5,42,12626,"Media","Hibrida","Ninguna","NO","Caminando",58,"Bueno","NO","NO","Trabaja_y_estudia"
"158","E0158",20,"Femenino","Electronica",5,69,211,71,9,9,1,8,0,12833,"Media","Presencial","Ninguna","NO","Publico",38,"Bueno","NO","NO","Jugador_digital"
"159","E0159",22,"Femenino","Sistemas",7,71,276,74,3,23,3,5,24,14643,"Baja","Hibrida","Ninguna","NO","Publico",5,"Regular","SI","NO","Riesgo_academico"
"160","E0160",21,"Masculino","Electronica",4,91,142,96,16,0,2,7,9,34820,"Alta","Virtual","Arte","NO","Publico",39,"Bueno","SI","NO","Alto_desempeno_integral"
"161","E0161",19,"Femenino","Industrial",4,95,147,93,24,11,1,9,6,17835,"Baja","Presencial","Deporte","SI","Auto",20,"Regular","NO","NO","Alto_desempeno_integral"
"162","E0162",23,"Femenino","Mecatronica",2,84,91,94,13,7,6,8,4,32796,"Media","Presencial","Cultural","NO","Auto",44,"Bueno","NO","NO","Alto_desempeno_integral"
"163","E0163",19,"Femenino","Industrial",5,77,182,81,10,12,7,7,9,8231,"Alta","Virtual","Cultural","NO","Caminando",38,"Bueno","NO","SI","Academico_moderado"
"164","E0164",23,"Masculino","Civil",8,71,281,69,6,23,0,7,10,13486,"Baja","Presencial","Ninguna","NO","Auto",35,"Regular","SI","NO","Riesgo_academico"
"165","E0165",18,"Femenino","Electronica",5,72,202,72,12,13,5,5,32,6678,"Media","Hibrida","Cultural","SI","Publico",36,"Limitado","NO","SI","Trabaja_y_estudia"
"166","E0166",24,"Femenino","Sistemas",3,80,95,91,10,12,10,7,19,20084,"Media","Hibrida","Deporte","SI","Publico",35,"Bueno","SI","NO","Academico_moderado"
"167","E0167",19,"Femenino","Electronica",7,67,261,62,4,12,2,5,15,5011,"Media","Virtual","Voluntariado","NO","Auto",74,"Limitado","NO","NO","Riesgo_academico"
"168","E0168",21,"Femenino","Administracion",8,98,344,95,21,6,8,8,0,13153,"Alta","Presencial","Ninguna","NO","Caminando",26,"Bueno","SI","NO","Alto_desempeno_integral"
"169","E0169",23,"Femenino","Mecatronica",6,64,216,75,7,14,0,8,10,4523,"Media","Presencial","Ninguna","NO","Publico",77,"Regular","SI","NO","Riesgo_academico"
"170","E0170",21,"Masculino","Civil",1,70,35,81,6,26,3,5,0,13101,"Baja","Hibrida","Ninguna","NO","Bicicleta",67,"Regular","SI","SI","Jugador_digital"
"171","E0171",20,"Masculino","Administracion",9,74,342,82,4,4,9,7,20,8991,"Alta","Presencial","Ninguna","NO","Caminando",45,"Bueno","SI","SI","Academico_moderado"
"172","E0172",25,"Masculino","Sistemas",5,77,207,74,6,7,5,6,34,17388,"Media","Presencial","Voluntariado","NO","Bicicleta",26,"Regular","NO","SI","Trabaja_y_estudia"
"173","E0173",23,"Femenino","Sistemas",1,60,57,62,3,25,1,6,5,7787,"Media","Hibrida","Ninguna","NO","Publico",26,"Bueno","SI","SI","Riesgo_academico"
"174","E0174",18,"Femenino","Civil",7,88,225,96,15,6,12,7,5,19630,"Alta","Presencial","Cultural","SI","Caminando",33,"Bueno","SI","NO","Alto_desempeno_integral"
"175","E0175",20,"Femenino","Mecatronica",6,77,200,86,7,16,5,8,0,16143,"Media","Presencial","Ninguna","NO","Caminando",5,"Bueno","NO","SI","Academico_moderado"
"176","E0176",19,"Masculino","Administracion",5,66,191,69,5,10,1,4,16,15592,"Baja","Presencial","Ninguna","NO","Auto",37,"Bueno","SI","SI","Riesgo_academico"
"177","E0177",23,"Masculino","Sistemas",6,60,252,56,7,2,0,4,19,9060,"Baja","Presencial","Ninguna","NO","Auto",21,"Limitado","NO","SI","Riesgo_academico"
"178","E0178",21,"Masculino","Mecatronica",8,70,300,64,8,2,0,7,25,15821,"Baja","Presencial","Ninguna","NO","Auto",5,"Regular","NO","SI","Trabaja_y_estudia"
"179","E0179",23,"Masculino","Sistemas",6,64,242,68,7,21,3,5,18,16078,"Baja","Presencial","Arte","NO","Publico",41,"Regular","SI","NO","Riesgo_academico"
"180","E0180",26,"Masculino","Sistemas",4,90,158,100,13,3,7,8,13,30113,"Alta","Presencial","Deporte","SI","Caminando",19,"Regular","NO","NO","Alto_desempeno_integral"
"181","E0181",23,"Masculino","Industrial",7,90,287,90,12,0,11,7,0,31006,"Media","Hibrida","Deporte","SI","Caminando",67,"Bueno","NO","NO","Alto_desempeno_integral"
"182","E0182",23,"Femenino","Sistemas",7,76,223,80,15,6,4,8,1,18602,"Media","Virtual","Ninguna","NO","Auto",60,"Bueno","SI","SI","Academico_moderado"
"183","E0183",21,"Masculino","Industrial",5,88,170,97,20,7,3,8,0,22181,"Baja","Virtual","Arte","NO","Auto",47,"Bueno","NO","NO","Alto_desempeno_integral"
"184","E0184",21,"Femenino","Civil",3,77,99,92,5,6,3,4,22,11363,"Media","Presencial","Ninguna","NO","Publico",48,"Regular","SI","NO","Trabaja_y_estudia"
"185","E0185",21,"Femenino","Administracion",6,71,244,53,5,15,2,6,6,7713,"Media","Presencial","Arte","NO","Publico",73,"Limitado","NO","NO","Riesgo_academico"
"186","E0186",24,"Femenino","Electronica",6,89,207,100,25,9,6,7,9,19079,"Baja","Virtual","Voluntariado","SI","Publico",56,"Regular","NO","NO","Alto_desempeno_integral"
"187","E0187",22,"Femenino","Mecatronica",5,89,172,99,14,4,6,6,3,29557,"Alta","Presencial","Deporte","NO","Publico",18,"Bueno","NO","NO","Alto_desempeno_integral"
"188","E0188",18,"Femenino","Administracion",5,76,201,72,8,9,4,7,15,23297,"Media","Virtual","Arte","NO","Auto",5,"Regular","SI","NO","Academico_moderado"
"189","E0189",23,"Femenino","Sistemas",6,62,203,59,2,31,1,5,25,5995,"Media","Hibrida","Ninguna","NO","Publico",55,"Bueno","NO","NO","Riesgo_academico"
"190","E0190",22,"Masculino","Civil",1,77,16,82,9,12,3,8,6,11080,"Media","Presencial","Ninguna","NO","Auto",39,"Bueno","NO","SI","Jugador_digital"
"191","E0191",21,"Masculino","Sistemas",3,74,110,70,9,10,1,6,11,10772,"Media","Presencial","Ninguna","NO","Caminando",41,"Regular","SI","NO","Riesgo_academico"
"192","E0192",19,"Femenino","Electronica",6,97,195,97,15,7,8,8,0,24800,"Alta","Hibrida","Cultural","NO","Auto",38,"Bueno","SI","NO","Alto_desempeno_integral"
"193","E0193",23,"Masculino","Administracion",4,86,147,89,22,0,9,8,5,17613,"Baja","Presencial","Arte","NO","Auto",15,"Regular","NO","SI","Alto_desempeno_integral"
"194","E0194",18,"Femenino","Administracion",6,89,225,95,15,6,4,7,3,31421,"Alta","Presencial","Arte","NO","Publico",27,"Bueno","NO","NO","Alto_desempeno_integral"
"195","E0195",19,"Femenino","Electronica",5,69,181,66,4,16,0,5,38,21026,"Baja","Presencial","Cultural","NO","Caminando",42,"Bueno","NO","SI","Riesgo_academico"
"196","E0196",25,"Masculino","Civil",3,75,120,89,12,7,3,8,14,18491,"Media","Presencial","Ninguna","NO","Publico",25,"Bueno","NO","NO","Academico_moderado"
"197","E0197",22,"Masculino","Mecatronica",7,83,274,98,21,4,8,7,5,17187,"Media","Presencial","Cultural","NO","Auto",38,"Bueno","NO","NO","Alto_desempeno_integral"
"198","E0198",21,"Femenino","Administracion",6,90,223,94,21,6,9,9,10,23940,"Media","Presencial","Arte","NO","Auto",22,"Bueno","NO","SI","Alto_desempeno_integral"
"199","E0199",18,"Masculino","Sistemas",6,89,203,100,16,3,4,8,4,20767,"Media","Presencial","Voluntariado","NO","Auto",51,"Bueno","NO","NO","Alto_desempeno_integral"
"200","E0200",23,"Masculino","Mecatronica",5,88,200,90,18,3,8,8,5,27307,"Alta","Hibrida","Arte","NO","Caminando",33,"Regular","SI","SI","Alto_desempeno_integral"
"201","E0201",20,"Masculino","Sistemas",3,80,118,82,9,12,4,8,10,13741,"Media","Hibrida","Ninguna","SI","Auto",21,"Limitado","NO","NO","Academico_moderado"
"202","E0202",18,"Femenino","Civil",3,80,131,84,8,10,6,7,34,18482,"Media","Virtual","Deporte","NO","Auto",39,"Bueno","SI","SI","Trabaja_y_estudia"
"203","E0203",20,"Femenino","Sistemas",4,85,141,94,13,4,4,7,11,13315,"Alta","Presencial","Deporte","NO","Caminando",6,"Bueno","SI","SI","Alto_desempeno_integral"
"204","E0204",22,"Femenino","Mecatronica",5,90,180,98,10,0,4,7,7,18914,"Media","Presencial","Arte","NO","Auto",48,"Bueno","NO","SI","Alto_desempeno_integral"
"205","E0205",27,"Femenino","Industrial",1,87,36,95,17,3,11,8,0,17722,"Media","Virtual","Cultural","SI","Auto",20,"Bueno","NO","SI","Alto_desempeno_integral"
"206","E0206",24,"Masculino","Sistemas",6,69,204,66,2,11,1,6,17,5985,"Media","Presencial","Ninguna","NO","Bicicleta",64,"Bueno","SI","SI","Riesgo_academico"
"207","E0207",22,"Masculino","Mecatronica",6,66,212,82,6,7,4,6,24,16691,"Alta","Hibrida","Ninguna","NO","Caminando",44,"Bueno","NO","SI","Trabaja_y_estudia"
"208","E0208",19,"Masculino","Administracion",4,92,145,100,19,3,3,7,3,24413,"Alta","Presencial","Ninguna","NO","Publico",20,"Regular","NO","SI","Alto_desempeno_integral"
"209","E0209",23,"Masculino","Administracion",6,72,216,81,7,5,4,5,35,11135,"Alta","Hibrida","Cultural","NO","Caminando",20,"Regular","SI","SI","Trabaja_y_estudia"
"210","E0210",23,"Masculino","Sistemas",5,65,162,69,4,10,2,5,30,12053,"Baja","Presencial","Ninguna","NO","Bicicleta",24,"Regular","NO","SI","Riesgo_academico"
"211","E0211",20,"Masculino","Administracion",2,67,82,72,8,30,0,7,0,14650,"Media","Presencial","Ninguna","NO","Publico",52,"Regular","SI","NO","Jugador_digital"
"212","E0212",23,"Masculino","Electronica",8,67,317,78,8,19,4,8,0,19984,"Media","Presencial","Ninguna","NO","Auto",10,"Bueno","SI","NO","Jugador_digital"
"213","E0213",19,"Femenino","Electronica",6,62,215,84,10,22,4,5,0,17990,"Media","Presencial","Ninguna","NO","Auto",42,"Regular","SI","NO","Jugador_digital"
"214","E0214",22,"Femenino","Sistemas",2,70,112,94,6,13,7,6,14,17391,"Baja","Virtual","Ninguna","NO","Bicicleta",55,"Regular","NO","NO","Academico_moderado"
"215","E0215",22,"Masculino","Industrial",9,86,331,88,14,6,8,6,0,18566,"Media","Presencial","Arte","NO","Publico",36,"Bueno","SI","SI","Alto_desempeno_integral"
"216","E0216",19,"Femenino","Civil",4,73,120,79,13,2,6,7,19,23316,"Media","Presencial","Voluntariado","SI","Publico",28,"Bueno","SI","NO","Academico_moderado"
"217","E0217",24,"Masculino","Electronica",5,75,174,84,5,13,4,7,2,19568,"Media","Hibrida","Voluntariado","NO","Auto",46,"Bueno","SI","SI","Academico_moderado"
"218","E0218",18,"Femenino","Electronica",5,73,177,86,5,11,6,8,10,20511,"Media","Virtual","Deporte","NO","Publico",51,"Bueno","NO","NO","Academico_moderado"
"219","E0219",20,"Masculino","Mecatronica",5,94,181,90,15,4,6,8,5,19839,"Media","Presencial","Voluntariado","NO","Auto",27,"Bueno","SI","SI","Alto_desempeno_integral"
"220","E0220",23,"Masculino","Administracion",1,73,72,85,8,12,5,7,0,26212,"Media","Presencial","Voluntariado","NO","Caminando",5,"Bueno","SI","NO","Academico_moderado"
"221","E0221",25,"Femenino","Administracion",4,89,161,95,22,6,4,8,0,23804,"Media","Hibrida","Deporte","SI","Caminando",44,"Bueno","NO","NO","Alto_desempeno_integral"
"222","E0222",18,"Femenino","Mecatronica",2,70,85,67,4,23,0,5,1,8422,"Baja","Presencial","Ninguna","NO","Publico",45,"Limitado","SI","NO","Riesgo_academico"
"223","E0223",19,"Masculino","Sistemas",8,68,307,68,8,6,7,7,32,17592,"Alta","Presencial","Ninguna","NO","Publico",59,"Limitado","NO","SI","Trabaja_y_estudia"
"224","E0224",22,"Masculino","Administracion",6,69,248,79,1,20,0,5,8,16005,"Baja","Hibrida","Ninguna","NO","Publico",29,"Bueno","SI","NO","Jugador_digital"
"225","E0225",22,"Masculino","Industrial",4,72,127,86,11,6,4,4,2,10652,"Alta","Presencial","Voluntariado","NO","Publico",41,"Limitado","SI","NO","Academico_moderado"
"226","E0226",23,"Masculino","Sistemas",5,90,160,92,20,7,6,8,0,28523,"Media","Presencial","Deporte","SI","Publico",12,"Bueno","NO","NO","Alto_desempeno_integral"
"227","E0227",21,"Masculino","Administracion",4,83,167,78,12,0,4,8,7,16730,"Media","Presencial","Ninguna","NO","Caminando",52,"Bueno","NO","NO","Academico_moderado"
"228","E0228",21,"Masculino","Civil",5,75,217,53,7,5,0,6,46,9654,"Baja","Hibrida","Ninguna","NO","Publico",13,"Regular","SI","SI","Trabaja_y_estudia"
"229","E0229",18,"Femenino","Mecatronica",1,62,69,90,2,18,2,5,1,26703,"Media","Presencial","Ninguna","NO","Publico",36,"Bueno","SI","NO","Jugador_digital"
"230","E0230",18,"Femenino","Industrial",7,75,250,73,9,23,3,7,13,23638,"Baja","Hibrida","Ninguna","NO","Caminando",9,"Bueno","NO","NO","Jugador_digital"
"231","E0231",23,"Masculino","Mecatronica",4,76,161,87,7,7,1,6,34,12951,"Baja","Presencial","Ninguna","NO","Publico",13,"Regular","SI","SI","Trabaja_y_estudia"
"232","E0232",23,"Femenino","Administracion",4,86,158,98,15,6,8,8,4,15845,"Media","Hibrida","Deporte","NO","Publico",40,"Regular","SI","NO","Alto_desempeno_integral"
"233","E0233",24,"Masculino","Sistemas",6,85,245,96,18,5,7,8,6,28540,"Media","Presencial","Deporte","SI","Publico",5,"Regular","NO","NO","Alto_desempeno_integral"
"234","E0234",19,"Masculino","Civil",5,64,180,71,7,19,3,6,5,3000,"Media","Hibrida","Ninguna","NO","Caminando",37,"Bueno","NO","NO","Jugador_digital"
"235","E0235",21,"Femenino","Industrial",6,83,228,76,12,5,2,7,10,23330,"Baja","Hibrida","Ninguna","NO","Publico",21,"Bueno","SI","SI","Academico_moderado"
"236","E0236",22,"Masculino","Industrial",5,74,191,82,9,20,4,7,4,29068,"Media","Presencial","Ninguna","NO","Publico",37,"Bueno","NO","NO","Jugador_digital"
"237","E0237",22,"Femenino","Sistemas",5,88,237,100,19,2,11,6,11,22011,"Media","Presencial","Deporte","SI","Auto",36,"Bueno","NO","SI","Alto_desempeno_integral"
"238","E0238",20,"Masculino","Sistemas",6,74,230,82,14,10,4,7,12,4443,"Media","Presencial","Ninguna","SI","Auto",56,"Bueno","NO","NO","Academico_moderado"
"239","E0239",25,"Masculino","Sistemas",5,71,153,74,12,25,3,6,10,19124,"Media","Presencial","Cultural","NO","Caminando",16,"Regular","NO","NO","Jugador_digital"
"240","E0240",23,"Masculino","Industrial",8,66,298,80,8,25,1,7,12,12145,"Baja","Presencial","Ninguna","NO","Auto",40,"Regular","SI","SI","Jugador_digital"
"241","E0241",18,"No especifica","Administracion",5,75,185,80,6,27,1,7,3,3273,"Media","Hibrida","Ninguna","NO","Publico",34,"Regular","NO","NO","Jugador_digital"
"242","E0242",23,"Masculino","Sistemas",7,75,273,88,11,5,4,7,8,13644,"Media","Hibrida","Ninguna","NO","Publico",37,"Regular","NO","NO","Academico_moderado"
"243","E0243",21,"Femenino","Electronica",5,80,144,81,17,5,2,5,18,5252,"Baja","Presencial","Ninguna","NO","Publico",33,"Regular","NO","NO","Trabaja_y_estudia"
"244","E0244",20,"Femenino","Civil",4,72,129,75,5,26,3,5,0,33006,"Baja","Presencial","Ninguna","SI","Auto",76,"Bueno","NO","NO","Jugador_digital"
"245","E0245",21,"Masculino","Sistemas",7,68,273,80,12,12,2,5,2,22421,"Baja","Virtual","Arte","NO","Bicicleta",52,"Bueno","SI","NO","Jugador_digital"
"246","E0246",22,"Masculino","Industrial",2,91,84,88,8,4,3,6,11,7826,"Media","Hibrida","Voluntariado","NO","Publico",51,"Bueno","NO","NO","Academico_moderado"
"247","E0247",19,"Masculino","Civil",3,71,112,89,9,9,3,8,0,17022,"Baja","Virtual","Ninguna","NO","Bicicleta",34,"Bueno","NO","NO","Academico_moderado"
"248","E0248",18,"Masculino","Sistemas",6,64,201,82,8,2,4,7,22,13169,"Media","Hibrida","Ninguna","NO","Bicicleta",59,"Bueno","SI","SI","Trabaja_y_estudia"
"249","E0249",23,"Masculino","Sistemas",5,86,205,90,19,1,8,6,11,11997,"Media","Presencial","Deporte","SI","Publico",43,"Bueno","NO","NO","Alto_desempeno_integral"
"250","E0250",18,"Femenino","Electronica",6,62,223,52,2,17,1,6,15,9747,"Baja","Presencial","Ninguna","NO","Auto",51,"Regular","SI","SI","Riesgo_academico"
"251","E0251",23,"Femenino","Sistemas",8,73,282,87,8,6,3,7,1,30757,"Media","Hibrida","Voluntariado","NO","Auto",86,"Limitado","SI","NO","Academico_moderado"
"252","E0252",21,"Masculino","Mecatronica",4,97,165,98,16,7,16,7,12,30557,"Media","Hibrida","Ninguna","NO","Publico",5,"Limitado","NO","SI","Alto_desempeno_integral"
"253","E0253",18,"Masculino","Sistemas",5,70,188,73,4,1,0,6,18,15994,"Alta","Presencial","Ninguna","NO","Caminando",30,"Regular","SI","SI","Trabaja_y_estudia"
"254","E0254",24,"Femenino","Civil",3,77,115,69,11,4,2,6,32,13696,"Alta","Presencial","Ninguna","NO","Auto",25,"Limitado","NO","SI","Trabaja_y_estudia"
"255","E0255",21,"Masculino","Industrial",4,70,135,84,10,5,6,5,28,8792,"Baja","Presencial","Voluntariado","NO","Auto",28,"Regular","NO","SI","Trabaja_y_estudia"
"256","E0256",19,"Femenino","Administracion",5,81,183,80,8,5,3,8,16,26249,"Media","Hibrida","Deporte","SI","Publico",48,"Limitado","NO","SI","Academico_moderado"
"257","E0257",22,"Femenino","Administracion",4,81,118,88,7,6,4,6,8,11280,"Baja","Presencial","Deporte","NO","Publico",50,"Limitado","NO","SI","Academico_moderado"
"258","E0258",20,"Femenino","Mecatronica",5,75,202,62,4,2,5,7,32,16881,"Baja","Hibrida","Ninguna","NO","Auto",37,"Bueno","NO","SI","Trabaja_y_estudia"
"259","E0259",18,"Femenino","Administracion",1,82,20,86,6,2,4,6,8,19784,"Alta","Presencial","Ninguna","NO","Publico",45,"Regular","NO","SI","Academico_moderado"
"260","E0260",19,"Femenino","Industrial",5,75,239,87,8,1,3,7,35,14689,"Media","Virtual","Deporte","NO","Bicicleta",34,"Regular","NO","NO","Trabaja_y_estudia"
"261","E0261",23,"Masculino","Civil",5,67,168,69,8,30,2,5,0,20044,"Baja","Presencial","Ninguna","NO","Auto",54,"Bueno","SI","NO","Jugador_digital"
"262","E0262",21,"Femenino","Mecatronica",5,53,185,82,4,6,2,8,0,11087,"Baja","Presencial","Ninguna","NO","Auto",20,"Limitado","SI","SI","Riesgo_academico"
"263","E0263",19,"Femenino","Industrial",7,84,284,94,14,10,0,7,0,25457,"Media","Presencial","Voluntariado","NO","Auto",25,"Regular","NO","SI","Alto_desempeno_integral"
"264","E0264",23,"Masculino","Industrial",9,64,331,41,5,6,2,4,23,7937,"Baja","Presencial","Ninguna","NO","Publico",5,"Regular","SI","NO","Riesgo_academico"
"265","E0265",23,"Femenino","Industrial",6,73,224,96,8,5,8,8,0,7887,"Baja","Presencial","Ninguna","NO","Publico",31,"Bueno","NO","NO","Academico_moderado"
"266","E0266",24,"Femenino","Sistemas",5,86,166,86,22,9,5,8,0,29639,"Alta","Virtual","Voluntariado","SI","Publico",5,"Regular","NO","SI","Alto_desempeno_integral"
"267","E0267",24,"Masculino","Industrial",3,81,141,83,10,10,5,6,11,18781,"Media","Presencial","Arte","NO","Auto",42,"Bueno","SI","NO","Academico_moderado"
"268","E0268",24,"Femenino","Civil",2,68,97,78,14,11,5,7,13,18482,"Media","Presencial","Ninguna","SI","Bicicleta",15,"Regular","SI","NO","Jugador_digital"
"269","E0269",22,"Femenino","Electronica",9,88,340,84,11,8,3,6,23,21848,"Media","Presencial","Ninguna","NO","Publico",51,"Regular","NO","SI","Academico_moderado"
"270","E0270",20,"Femenino","Electronica",5,75,206,81,11,6,3,6,12,22433,"Media","Hibrida","Deporte","NO","Auto",22,"Regular","SI","SI","Academico_moderado"
"271","E0271",24,"Femenino","Electronica",7,76,266,66,8,0,0,6,16,13762,"Baja","Virtual","Ninguna","NO","Publico",63,"Regular","NO","NO","Trabaja_y_estudia"
"272","E0272",24,"Femenino","Mecatronica",4,76,144,78,7,31,1,7,4,13570,"Media","Virtual","Ninguna","NO","Caminando",26,"Bueno","NO","SI","Jugador_digital"
"273","E0273",23,"Masculino","Civil",6,71,231,89,13,9,4,8,4,9269,"Media","Virtual","Deporte","NO","Publico",28,"Bueno","NO","NO","Academico_moderado"
"274","E0274",21,"Masculino","Industrial",3,73,87,79,4,28,1,4,5,17377,"Baja","Presencial","Ninguna","SI","Auto",6,"Bueno","NO","NO","Jugador_digital"
"275","E0275",24,"Femenino","Mecatronica",3,88,101,90,14,8,6,8,4,27414,"Alta","Presencial","Arte","NO","Publico",5,"Bueno","NO","SI","Alto_desempeno_integral"
"276","E0276",18,"Femenino","Sistemas",9,77,345,80,5,6,2,6,0,6147,"Media","Virtual","Ninguna","NO","Auto",48,"Bueno","NO","NO","Jugador_digital"
"277","E0277",23,"Femenino","Civil",8,87,280,100,17,3,8,7,0,13215,"Alta","Hibrida","Deporte","SI","Caminando",36,"Regular","NO","SI","Alto_desempeno_integral"
"278","E0278",18,"Femenino","Electronica",10,62,371,57,3,16,0,6,6,17508,"Baja","Presencial","Ninguna","NO","Publico",47,"Bueno","SI","SI","Riesgo_academico"
"279","E0279",22,"Femenino","Industrial",7,90,256,95,12,2,6,7,0,34927,"Media","Hibrida","Cultural","NO","Publico",9,"Limitado","NO","NO","Alto_desempeno_integral"
"280","E0280",18,"Femenino","Civil",7,59,258,69,4,12,1,8,22,15482,"Media","Presencial","Ninguna","NO","Publico",44,"Regular","NO","NO","Riesgo_academico"
"281","E0281",21,"Masculino","Sistemas",7,73,239,78,9,13,6,6,6,10215,"Media","Hibrida","Voluntariado","NO","Bicicleta",33,"Bueno","NO","SI","Academico_moderado"
"282","E0282",21,"Femenino","Industrial",4,75,147,81,9,8,5,8,10,13423,"Media","Presencial","Cultural","SI","Caminando",34,"Regular","NO","NO","Academico_moderado"
"283","E0283",18,"Femenino","Civil",6,75,257,70,6,25,0,7,12,23116,"Media","Presencial","Voluntariado","NO","Publico",38,"Limitado","NO","NO","Jugador_digital"
"284","E0284",18,"Masculino","Industrial",6,87,221,88,10,7,8,7,0,25142,"Baja","Presencial","Ninguna","NO","Publico",49,"Limitado","NO","SI","Academico_moderado"
"285","E0285",18,"Masculino","Mecatronica",7,64,255,71,6,3,0,5,6,7948,"Baja","Presencial","Ninguna","NO","Caminando",47,"Regular","NO","NO","Riesgo_academico"
"286","E0286",19,"Masculino","Civil",9,100,318,93,8,0,6,7,10,12233,"Media","Presencial","Ninguna","SI","Auto",39,"Bueno","NO","NO","Alto_desempeno_integral"
"287","E0287",19,"Masculino","Administracion",5,79,171,76,9,8,0,8,1,12277,"Media","Virtual","Deporte","NO","Publico",39,"Regular","NO","SI","Academico_moderado"
"288","E0288",20,"Masculino","Civil",5,76,209,82,13,14,9,6,14,10326,"Alta","Presencial","Voluntariado","NO","Caminando",40,"Bueno","SI","SI","Academico_moderado"
"289","E0289",22,"Femenino","Sistemas",5,78,193,88,10,15,0,6,4,8606,"Media","Virtual","Ninguna","SI","Auto",5,"Bueno","SI","NO","Jugador_digital"
"290","E0290",21,"Masculino","Administracion",6,91,240,93,23,5,5,8,0,30132,"Baja","Presencial","Arte","NO","Publico",49,"Bueno","NO","NO","Alto_desempeno_integral"
"291","E0291",19,"Masculino","Sistemas",4,92,120,91,16,4,5,7,1,25106,"Baja","Hibrida","Deporte","NO","Caminando",29,"Bueno","NO","NO","Alto_desempeno_integral"
"292","E0292",18,"Masculino","Sistemas",4,69,143,78,1,20,1,6,2,14141,"Baja","Presencial","Ninguna","NO","Bicicleta",18,"Bueno","NO","SI","Jugador_digital"
"293","E0293",22,"Masculino","Electronica",6,64,217,75,4,15,0,4,14,6482,"Baja","Hibrida","Ninguna","NO","Caminando",37,"Bueno","SI","NO","Riesgo_academico"
"294","E0294",24,"Masculino","Mecatronica",3,77,118,80,1,6,0,6,34,15435,"Baja","Presencial","Ninguna","NO","Auto",29,"Bueno","NO","SI","Trabaja_y_estudia"
"295","E0295",24,"Masculino","Administracion",4,81,158,94,10,1,3,7,7,9771,"Media","Presencial","Arte","NO","Publico",22,"Bueno","SI","NO","Academico_moderado"
"296","E0296",25,"Femenino","Mecatronica",5,66,199,75,2,9,3,7,20,14360,"Media","Presencial","Deporte","NO","Publico",69,"Bueno","SI","SI","Riesgo_academico"
"297","E0297",19,"Femenino","Industrial",5,80,189,89,10,3,1,6,23,12893,"Media","Hibrida","Voluntariado","NO","Publico",51,"Bueno","NO","NO","Academico_moderado"
"298","E0298",20,"Femenino","Sistemas",4,65,186,83,5,25,1,7,6,18537,"Alta","Presencial","Ninguna","NO","Publico",57,"Bueno","SI","NO","Jugador_digital"
"299","E0299",19,"Masculino","Administracion",5,79,155,64,5,9,4,4,28,18918,"Baja","Presencial","Ninguna","NO","Auto",17,"Bueno","SI","SI","Trabaja_y_estudia"
"300","E0300",21,"Masculino","Industrial",7,96,261,91,13,10,4,7,4,27660,"Alta","Hibrida","Deporte","SI","Publico",37,"Bueno","NO","NO","Alto_desempeno_integral"
"301","E0301",22,"Femenino","Administracion",1,76,23,91,8,24,3,7,0,18809,"Media","Virtual","Arte","SI","Bicicleta",42,"Bueno","NO","SI","Jugador_digital"
"302","E0302",20,"Femenino","Industrial",5,80,156,76,14,8,1,6,32,11345,"Baja","Hibrida","Ninguna","NO","Bicicleta",47,"Bueno","NO","SI","Trabaja_y_estudia"
"303","E0303",21,"Masculino","Sistemas",8,66,326,73,6,18,3,6,8,12664,"Media","Virtual","Ninguna","NO","Auto",25,"Bueno","NO","SI","Riesgo_academico"
"304","E0304",21,"Masculino","Sistemas",9,71,307,74,6,9,2,5,24,3000,"Media","Presencial","Arte","NO","Publico",52,"Regular","SI","NO","Trabaja_y_estudia"
"305","E0305",22,"Femenino","Sistemas",8,91,298,95,11,5,10,8,3,32282,"Baja","Presencial","Arte","SI","Auto",24,"Bueno","SI","NO","Alto_desempeno_integral"
"306","E0306",18,"Femenino","Sistemas",5,56,160,67,0,19,1,6,18,3103,"Baja","Hibrida","Voluntariado","NO","Bicicleta",20,"Limitado","NO","NO","Riesgo_academico"
"307","E0307",21,"Masculino","Electronica",3,74,156,81,9,4,1,6,18,13134,"Baja","Presencial","Deporte","SI","Publico",56,"Bueno","NO","SI","Trabaja_y_estudia"
"308","E0308",24,"Masculino","Administracion",6,78,218,96,8,8,3,7,28,14630,"Media","Presencial","Deporte","SI","Publico",42,"Regular","SI","SI","Trabaja_y_estudia"
"309","E0309",20,"Femenino","Industrial",7,84,270,69,7,4,1,6,24,21140,"Baja","Hibrida","Arte","NO","Publico",35,"Bueno","NO","NO","Trabaja_y_estudia"
"310","E0310",20,"Masculino","Administracion",8,81,285,78,12,11,4,7,19,22180,"Media","Presencial","Deporte","NO","Publico",35,"Bueno","NO","SI","Academico_moderado"
"311","E0311",19,"Masculino","Industrial",6,69,199,87,6,7,5,7,44,13238,"Media","Presencial","Arte","NO","Bicicleta",50,"Limitado","NO","NO","Trabaja_y_estudia"
