temperatura,presion,velocidad_linea,humedad,vibracion,consumo_energia,experiencia_operador,mantenimiento_dias,espesor_material,dureza_material,calidad
84.8868,248.3185,87.1326,53.65,1.2209,100.2788,2.4721,46.9228,6.3821,334.3596,Baja
142.9529,133.0195,47.3596,54.9196,1.127,894.053,14.5524,12.406,1.2438,155.5132,Alta
133.0619,137.7952,18.0406,35.056,0.7231,117.7478,11.1745,17.1673,6.3591,441.0894,Alta
146.5027,93.4197,49.4003,39.0303,7.4377,782.0308,1.3123,29.5929,12.3232,110.9944,Baja
62.4297,155.2757,30.7661,31.8794,7.1188,425.5217,5.7749,26.9841,8.5981,141.135,Media
123.0867,124.3782,36.2077,70.2922,0.5843,764.3951,18.5133,31.2342,1.1372,146.4428,Alta
143.834,138.3757,79.5041,73.9062,5.6027,461.5707,18.5952,32.6865,7.5778,311.2429,Media
68.1233,221.8772,16.7974,52.363,0.8468,163.8171,16.1782,19.8917,5.0803,348.0456,Media
56.6496,239.0324,84.4823,69.9861,9.0375,790.756,19.6538,10.5137,7.6857,261.4963,Baja
124.1121,111.5746,48.4902,71.5155,9.0712,164.1274,16.3244,46.1089,6.6657,215.4667,Baja
107.4473,143.3265,63.6458,29.6793,6.9823,929.9084,1.1939,23.9986,14.0477,423.727,Alta
134.1829,237.8672,18.0687,87.6325,9.2619,145.8766,6.4689,30.3505,1.5765,127.3144,Baja
63.9772,90.5074,40.3623,77.4722,8.1145,531.3927,1.5819,38.6818,10.5702,212.1167,Baja
129.5267,95.7013,18.0731,34.3138,8.2854,750.731,2.7881,54.5783,12.9144,115.6462,Baja
70.1627,107.6745,96.5389,33.0316,5.6971,453.9218,5.158,42.4532,14.4293,105.5561,Media
66.3656,181.1862,82.6535,28.7963,3.0606,295.5101,10.5676,2.7276,3.4869,241.352,Alta
66.4266,105.5803,51.3669,29.6865,2.178,783.1819,17.1031,50.3136,8.4383,177.9295,Media
131.4575,244.573,30.1242,72.3713,3.272,805.8652,17.3774,59.3613,1.6103,207.3463,Baja
116.5197,155.9415,94.011,52.8758,6.285,930.4255,12.7078,28.3491,7.9886,428.3789,Alta
102.3065,165.2581,41.0137,74.8054,1.7266,438.5486,18.6353,58.1754,2.7564,165.192,Alta
85.883,121.932,24.4886,72.2378,2.5864,555.6266,10.5012,32.8397,12.7306,412.0933,Alta
137.7201,160.0632,60.6848,62.3229,4.6806,426.8156,17.8917,27.577,2.5942,370.0202,Alta
89.2445,192.5253,94.9397,68.0457,2.3305,331.3736,9.6272,19.8843,8.186,230.5782,Alta
131.6599,207.7001,10.3447,21.2849,5.8864,775.9297,6.2673,39.4533,8.2953,318.6225,Media
93.9135,208.1576,31.4312,41.8244,9.2318,405.6867,18.4118,13.7892,14.6031,277.7742,Baja
87.6944,178.2415,94.4603,64.6476,7.4809,485.3345,8.3708,6.2961,10.1697,151.3581,Media
96.268,233.7412,25.3977,20.6541,6.6643,463.3063,10.5647,1.6342,5.0298,462.8741,Baja
80.1378,218.9593,20.1919,22.3084,5.8272,741.3951,7.2484,17.5428,4.3712,327.8472,Baja
124.7609,208.6982,61.3168,79.6322,4.8795,926.0161,13.5939,23.7462,2.7955,452.096,Alta
100.272,89.4529,87.5659,67.8817,1.8656,700.0805,19.9056,33.1246,11.5912,429.5306,Baja
73.2213,81.1693,52.9399,38.5759,8.9471,524.4243,1.4848,17.565,10.6706,131.9104,Baja
139.9575,116.116,99.5108,68.1574,2.4854,801.2846,18.0971,59.0436,9.5383,182.9083,Media
88.3891,192.799,71.1255,75.472,0.9131,676.8742,1.0746,17.5047,1.5718,158.1044,Alta
104.3553,149.9036,16.6667,41.4756,7.5002,154.5493,7.9203,26.4585,11.6796,432.3118,Alta
140.6472,148.4091,99.3549,22.5226,1.7562,186.0972,4.2035,6.1966,9.9864,444.9787,Alta
112.4238,230.3798,46.7105,85.2945,3.719,134.1252,15.3895,15.6376,14.4944,311.1886,Baja
61.6898,232.2457,35.8662,44.1626,0.2828,511.1347,1.9616,2.8999,9.2208,141.6712,Baja
143.9832,234.5598,60.2091,27.4537,1.3707,843.2681,11.5162,33.5705,5.2553,154.2466,Baja
112.7708,133.3593,37.3877,54.43,1.732,381.7749,6.6036,45.0639,6.3413,425.4195,Alta
83.4906,197.4795,17.7812,73.7927,0.5441,445.7442,3.5397,11.7426,3.4618,471.6761,Alta
63.9272,126.1776,10.1286,35.5153,6.5666,918.5294,15.6645,22.0747,11.1208,179.7903,Media
129.4025,112.4037,50.4625,38.8643,8.3701,853.2131,5.1309,0.997,10.9081,104.455,Baja
112.0073,111.3875,85.3177,36.99,3.7332,698.5433,5.2498,50.3713,3.8091,232.3812,Alta
103.3461,138.1583,61.5084,89.4171,8.7458,340.1234,6.2265,46.7978,3.2189,112.1998,Alta
139.3893,153.0928,99.9287,33.8183,2.1335,205.3373,12.1486,3.7952,2.0781,431.19,Alta
128.8597,221.2614,35.8162,60.2864,3.2539,114.4529,13.5337,21.8921,13.7677,296.6049,Media
65.1675,100.3815,35.241,84.7685,1.5074,196.3096,1.3344,57.3172,4.263,356.7443,Media
81.1722,204.9374,24.3775,30.2828,6.2056,363.3368,5.5955,23.5216,5.8183,264.594,Media
74.8489,170.3473,24.7657,87.9598,4.1987,596.6111,9.1884,31.5725,4.9271,238.203,Alta
124.3946,128.9507,35.6668,86.3234,6.1328,157.6001,7.3076,21.3146,6.7907,188.8802,Media
53.3532,163.7793,81.3556,81.92,7.6167,222.605,17.7992,35.7679,10.9967,408.213,Media
106.989,130.9902,91.5181,35.019,5.457,262.9726,15.9665,58.6894,13.1883,378.219,Media
126.2459,181.3339,97.7578,64.3839,6.2763,668.7839,12.8919,59.8502,3.5564,244.2916,Media
137.6766,153.7535,30.9061,73.2624,9.3525,654.2108,7.4228,46.4829,10.6098,228.4465,Media
84.2082,107.9489,89.3168,89.022,2.9906,595.6892,14.3128,24.2587,5.9359,100.4972,Media
132.1257,99.8191,39.543,32.6297,3.5916,325.4513,17.0291,29.6659,14.7274,125.4209,Media
61.0632,172.9383,20.1556,73.6218,7.177,434.0077,12.3018,21.4039,5.1849,349.3022,Media
134.6452,233.4102,88.3022,43.7161,6.1131,187.0207,15.9048,59.1345,1.1007,305.8429,Baja
62.7489,138.4728,67.2495,32.2939,1.7853,303.8145,15.233,42.4656,8.219,273.9213,Alta
89.7287,204.61,24.8258,49.4964,3.7615,907.9347,11.863,26.9359,3.1102,431.0009,Alta
129.7295,191.9724,48.6848,75.5685,4.6784,981.7226,6.9315,0.7269,1.6229,301.5593,Alta
64.9917,238.3643,35.8532,52.5395,4.1939,682.8936,15.1699,31.229,10.7758,253.7974,Baja
72.9251,219.5668,76.3115,57.6266,1.7827,925.141,4.9291,59.0357,11.2516,164.5025,Media
122.2253,176.3229,50.8075,89.6612,9.2443,678.4677,15.8103,31.3837,7.4498,428.2752,Media
122.0037,191.6952,99.0352,47.9377,7.6232,129.8768,16.2864,10.9456,10.4764,330.4993,Media
114.1148,232.7257,14.927,63.0781,4.8136,997.0863,16.6208,1.3256,8.5354,136.984,Baja
119.3948,147.9182,41.9514,45.5671,6.8006,189.0571,9.9854,21.2822,9.8172,359.5594,Alta
104.2724,135.5551,53.371,47.495,8.9728,714.3776,4.6571,55.0937,9.3539,270.0283,Media
75.1799,81.8379,55.282,68.6949,1.3617,327.5526,2.8947,59.7932,10.3215,424.5545,Baja
84.5696,220.5137,38.4342,85.6521,2.5037,452.783,15.1239,56.7221,3.7948,467.5658,Media
68.1598,216.1667,75.6316,57.9651,5.427,681.3408,17.839,43.7652,4.7619,340.1863,Baja
140.8451,97.7573,88.7272,73.788,7.9901,492.8386,13.3659,33.4886,7.1595,392.6451,Baja
108.3392,178.0658,94.4847,26.2445,0.3625,325.4915,3.739,35.4412,7.2458,122.6363,Alta
90.0851,158.8769,82.4584,34.7811,9.8402,401.0016,18.763,32.3395,11.8418,324.1022,Media
96.2006,100.1805,86.5522,55.1492,4.5491,407.3933,19.7929,42.423,6.1435,402.136,Media
144.7283,246.6966,59.5491,21.4008,3.5923,963.3915,9.2342,25.1324,3.2751,298.7049,Baja
65.3351,116.4983,84.3299,37.6998,2.9272,818.7517,12.3017,40.1522,4.5205,337.42,Alta
108.623,91.4298,37.3154,56.2181,1.7436,512.6939,15.7673,7.2967,4.0063,459.5793,Media
100.5889,181.1241,45.8631,21.0473,7.9157,279.8388,14.9914,15.9417,11.2432,179.2398,Media
111.1454,205.6073,38.5222,38.5182,9.5541,829.9145,19.388,50.1602,7.5848,139.2986,Media
51.811,85.5154,52.0649,55.9822,4.1364,241.4642,3.1828,54.2249,10.9208,376.2574,Baja
137.2124,191.982,35.7022,60.1204,9.5242,289.416,12.0338,32.3405,6.8271,429.1396,Media
143.2118,170.4896,96.545,84.8026,8.238,429.4121,14.1467,1.8981,13.4563,440.1961,Media
106.5133,97.5551,38.156,65.1742,4.8105,892.3134,17.9119,55.6184,14.7693,356.6578,Media
119.6651,109.3291,18.824,49.0315,6.7403,218.608,17.6081,42.1239,10.3778,433.2854,Media
142.2499,176.5556,57.4135,85.1246,4.3498,210.0108,19.582,24.8417,13.0934,380.2657,Alta
120.7239,130.3808,15.1389,74.9418,5.5872,544.5775,10.7295,35.9027,8.1111,134.9508,Media
65.2539,239.5137,19.9489,34.0006,0.5805,348.7695,16.7845,25.7865,14.0847,404.8174,Baja
107.6288,219.1858,29.745,29.159,6.9626,611.8551,9.1184,27.9204,12.6422,171.7439,Baja
110.6715,247.2064,51.7915,67.3068,0.5282,506.473,9.024,53.2086,14.8849,194.6437,Baja
92.4131,124.144,48.9926,59.1918,8.1708,491.4632,5.8136,9.6651,9.7233,257.8603,Media
123.6444,244.853,81.9723,75.2772,8.2495,200.7757,16.5465,6.2201,11.9089,225.8268,Baja
143.4367,153.3098,76.5527,71.7164,2.3708,226.9447,19.7305,0.1637,8.6002,228.6607,Media
142.5569,139.0782,48.3686,63.7648,3.2366,838.9707,5.8705,18.84,4.6277,167.7038,Alta
95.0839,88.5594,40.0334,89.0468,4.8131,897.2945,2.0665,8.8448,5.9666,217.5484,Media
61.3238,88.9701,38.4822,57.3513,5.9666,311.2152,16.4953,13.1991,13.5161,107.865,Baja
148.4841,197.6419,79.6596,27.9174,2.8735,202.1145,12.7844,0.6743,1.7833,289.1644,Alta
133.8898,157.8479,14.6865,77.9791,5.9249,148.075,19.2343,13.6317,9.2807,407.4364,Media
62.4663,118.5087,11.1539,37.6297,2.9779,647.4679,5.7925,19.9627,6.2148,444.8989,Media
142.0842,184.375,81.599,74.4112,0.5549,743.8179,2.3495,1.894,6.4137,428.1714,Alta
136.9896,122.9859,52.9432,86.9975,0.0253,435.529,10.3564,36.4742,13.384,266.5831,Alta
101.8838,178.1974,21.7793,68.7757,1.0115,711.7083,2.6239,34.128,12.9535,392.1706,Alta
109.1275,141.0655,31.2009,61.7221,7.9225,741.6629,5.974,5.8221,9.3838,215.1563,Alta
89.9003,220.0039,93.9254,52.227,9.6143,941.8081,3.3936,35.7006,4.8209,122.225,Baja
55.4762,219.5183,87.3553,45.5087,4.2697,158.3863,5.2585,59.9192,7.6564,370.3886,Baja
83.5197,161.1496,73.8807,44.7103,5.1268,273.0626,3.0167,56.6681,6.7161,359.5185,Alta
130.2853,139.6392,53.4003,64.5461,1.4685,161.6734,19.1242,0.1603,5.9507,420.6518,Media
50.4632,141.6352,56.8291,72.5891,5.5103,881.1945,6.2927,47.7227,2.439,346.4425,Media
83.3499,216.9715,97.772,67.4962,1.4465,813.3284,9.4341,21.2163,8.6036,162.7566,Alta
89.8169,135.7905,96.9193,33.8887,6.1121,617.1779,18.0736,3.8191,5.2256,441.265,Alta
103.7396,115.5401,29.3742,54.5791,9.3326,175.2971,13.8691,17.759,10.2513,350.9011,Media
141.9856,94.397,82.9994,75.4148,1.957,345.9811,12.7427,19.3042,5.4689,423.0439,Baja
84.6346,159.3378,27.7518,53.2993,7.6456,367.9479,14.4057,31.3947,7.0363,409.6428,Media
84.6953,161.9625,29.2184,57.5636,0.235,604.6689,16.7476,39.665,1.733,219.1458,Alta
123.7501,222.9545,70.8484,73.9795,3.755,332.2395,17.6757,44.9433,14.8955,129.8212,Baja
95.2218,117.6106,46.4501,66.2886,1.1075,165.6639,13.2102,14.7542,8.1065,170.6018,Alta
72.4605,144.7685,93.839,48.6541,3.5248,757.6861,17.9101,19.3062,1.3393,137.1449,Alta
95.244,217.429,18.0109,82.6789,1.7354,369.1722,11.1726,18.5029,8.5772,197.365,Media
64.0857,220.016,56.0373,31.3797,3.733,507.1368,6.2685,21.7642,13.185,283.8129,Baja
67.6387,145.3839,92.6669,89.6862,4.1752,214.9,17.7215,59.9794,11.8157,462.7242,Alta
99.8368,158.0511,91.3702,28.3197,3.0059,822.2935,11.288,46.6766,10.8127,448.8075,Alta
91.8925,131.5586,24.0876,21.0465,6.5662,608.9787,18.2166,58.4994,2.9525,387.4399,Alta
141.4846,238.5343,42.9974,82.3013,9.1885,911.4271,1.7632,41.5867,10.2083,109.6449,Baja
86.2394,100.1694,65.7209,37.1467,4.006,545.9244,8.5528,24.3762,11.7282,236.5557,Media
108.0588,238.7374,24.3455,71.079,1.9234,947.2831,19.0083,23.3847,9.0139,372.9394,Baja
113.2264,196.2573,97.122,76.7711,2.7072,902.6814,5.7434,29.3149,13.4985,151.6116,Alta
51.3094,170.3673,92.3274,80.129,8.54,618.8139,18.8892,25.0122,4.8779,420.4351,Media
116.3537,85.552,25.0255,89.4116,5.7164,940.5041,19.1241,49.6996,4.39,465.8295,Baja
67.8036,160.8514,20.904,40.5828,4.5501,390.7799,17.7607,27.9001,13.174,241.6418,Alta
146.107,149.3172,17.6868,69.717,1.4964,429.0779,11.7097,17.7369,9.7556,382.3372,Alta
64.8663,107.4072,91.8499,28.078,4.4973,140.9302,13.2918,46.4916,1.0203,159.2817,Media
91.4624,191.5896,27.4261,48.4767,2.7849,630.2808,17.5227,51.2652,5.9438,376.3266,Alta
58.535,245.0957,47.4656,79.358,9.4316,749.7316,15.742,25.2257,13.01,108.5822,Baja
149.6874,175.5721,50.3966,45.7361,8.8407,796.1673,12.9718,40.0685,1.3825,160.3086,Baja
100.2195,201.5081,63.911,61.3767,0.839,234.8347,19.6629,3.5283,1.0455,383.9526,Alta
109.5385,91.6366,16.4562,55.2641,5.1665,499.7432,14.0279,31.7679,4.9376,384.7401,Media
56.7076,151.0034,30.4083,65.2166,2.2506,259.1769,19.5342,2.6989,13.796,356.4651,Alta
124.996,99.7809,93.8341,88.1026,4.1078,695.9146,2.0904,1.7515,13.6207,290.9456,Media
70.9906,184.1753,91.7569,23.9015,8.7685,242.1517,3.6402,36.7755,8.2627,369.9632,Media
139.8054,239.542,80.3162,60.1773,5.2751,913.7473,9.5777,18.2001,8.7453,409.5203,Baja
70.514,192.5022,11.7461,80.412,3.3422,307.5712,8.3127,44.5522,5.6481,486.5927,Alta
69.0688,93.0565,39.4306,53.6968,2.0789,362.262,15.872,53.765,4.4123,455.4564,Media
53.655,140.2933,66.5163,25.4969,8.0032,865.8157,4.0517,8.3635,12.4131,417.8137,Media
97.2067,173.6128,34.7671,59.2378,6.2452,512.6208,19.5458,43.4714,2.4881,377.903,Alta
106.4841,148.5453,91.8628,43.2452,4.6807,121.5964,6.9863,30.8712,7.823,329.6622,Alta
56.5709,221.7195,67.0501,30.8459,2.1748,545.1276,9.1496,6.7272,9.8816,148.2435,Baja
127.5528,218.4941,16.4716,79.4324,3.3425,176.089,6.2202,39.0956,2.4515,166.2227,Media
95.3289,184.0113,91.8105,56.512,9.5984,986.8102,12.0079,36.568,8.2745,428.1118,Media
102.439,143.4879,96.199,85.3293,5.2009,629.3004,2.1139,30.9385,9.0853,421.3252,Alta
94.0763,123.4072,16.9941,76.4212,4.007,330.8794,3.8439,55.5883,11.3949,345.7836,Alta
90.0763,97.9986,57.9124,68.508,5.2142,607.3459,15.1702,31.2648,4.2877,275.5361,Media
105.964,140.3326,37.3028,20.3518,7.7899,169.1804,4.5435,59.4309,5.1066,110.4131,Media
65.524,150.2393,45.3555,49.9476,3.4011,819.9022,5.4748,30.5537,8.9733,230.8708,Alta
68.1928,194.8899,26.1686,33.824,1.7871,932.7952,16.0667,6.9511,14.7638,268.2559,Alta
136.1786,191.8872,62.0265,83.7559,5.8494,886.9999,2.7727,28.2283,4.0449,294.3265,Media
144.6115,91.9184,96.2181,32.2209,6.652,407.5818,9.312,10.9397,14.8027,471.7298,Baja
87.3309,147.1941,55.2765,40.0242,7.1272,393.1913,1.4382,35.828,11.0008,143.4838,Media
77.0745,110.9024,17.4623,56.1786,8.8199,131.5789,7.5893,41.5879,12.5651,307.5468,Baja
114.4,106.6582,65.8001,38.4355,3.7117,686.2603,14.2806,28.1061,2.255,247.1689,Media
90.8734,220.6414,40.6201,34.6905,0.7535,581.4143,2.712,5.8622,5.2059,496.0392,Media
52.5386,87.1256,87.0333,61.937,9.5835,513.4117,17.8784,28.1185,1.8083,444.7456,Baja
65.6153,151.2611,49.121,26.2251,4.3501,916.8679,18.2805,4.8873,6.2017,275.5143,Alta
121.5972,108.5946,27.3556,24.0717,6.2326,251.091,2.9948,40.9276,14.7381,499.8782,Media
115.8924,229.4861,27.1995,46.0572,6.6631,108.6996,19.8239,47.4221,2.4738,305.6253,Baja
52.7096,174.6969,79.1888,70.4465,5.4651,165.9848,6.6531,57.7428,8.8732,166.8471,Media
72.1972,119.3347,33.9029,58.8365,2.0526,301.0343,2.5979,8.9281,1.085,322.3499,Alta
73.1075,165.4126,79.051,49.6014,7.5514,129.957,1.0963,31.9452,10.9776,190.4823,Media
117.1893,204.3527,28.5299,59.6026,8.0375,552.5593,8.7619,34.0522,3.7607,354.5251,Media
51.9711,242.8801,38.9518,45.5816,5.5298,382.6814,12.9664,55.3486,2.8142,474.9761,Baja
60.4109,117.4758,51.8938,85.5302,4.8856,262.4347,7.3114,37.6366,5.7182,414.4794,Media
129.9916,230.6509,94.8876,23.8433,1.1394,775.0757,16.8976,8.7306,11.7946,209.2655,Media
67.8545,238.8317,93.8558,67.1374,0.8395,284.0062,14.6155,26.1811,2.4926,218.7434,Baja
115.2746,235.7915,28.6185,82.3898,3.3956,718.8446,7.6531,39.2858,4.2177,127.7153,Baja
73.8183,188.0204,42.2397,76.2719,3.1085,414.3384,14.9519,42.0171,1.1185,214.3471,Media
59.9441,187.0695,23.4459,32.8829,9.5366,560.645,18.8693,51.7844,14.5578,137.0499,Media
74.3172,148.5458,55.8987,40.7148,7.8362,940.4803,2.7688,10.8304,9.29,299.7795,Media
122.2267,207.9076,51.4524,70.1934,6.5992,133.6165,6.816,57.0925,11.0786,383.3388,Media
135.5696,170.32,91.0684,25.8989,5.1765,550.2381,9.8032,3.5484,10.1194,400.4725,Alta
133.022,195.1645,93.7005,76.8303,1.6737,868.9807,10.4618,59.0257,3.0211,123.8117,Alta
89.7184,152.8378,44.5211,70.3235,9.7846,629.1768,11.3017,51.466,9.3292,235.9824,Media
116.8085,204.3544,54.2564,71.0725,3.7504,349.1835,6.7119,39.6164,2.8398,215.2687,Media
70.4984,220.1602,90.6613,27.0169,1.0693,457.913,13.6779,44.0997,6.6173,141.7201,Media
79.3148,104.8942,82.6037,70.2432,4.938,712.2391,13.2566,4.3615,8.9655,244.9885,Media
139.6336,221.5981,10.3291,67.5873,8.74,901.7307,11.9786,2.4888,8.8243,219.728,Baja
51.3002,171.8504,38.8054,78.1646,8.8729,136.9597,3.1615,6.1059,2.667,353.7997,Baja
58.5509,223.5932,47.9597,22.9117,0.1097,164.3849,10.0624,5.2416,1.4821,453.3211,Media
70.7886,153.3213,30.6745,21.6177,8.863,392.5464,7.7683,32.8429,12.1753,281.9367,Media
52.6532,144.4369,27.9614,46.1105,2.7148,309.5017,10.3297,12.9266,11.1629,398.6661,Alta
68.1435,235.5603,13.4006,30.4152,0.3897,338.4378,18.5155,51.6123,2.1455,158.4041,Baja
108.3042,122.6988,67.9033,59.0869,8.4779,299.143,10.1301,26.7449,2.7838,457.9866,Media
92.1425,223.5161,33.6259,84.2144,8.6387,276.2425,1.2656,41.7306,13.4962,161.0379,Baja
139.2672,162.2835,14.7112,47.4036,5.9623,217.5616,9.3379,39.1724,11.7678,176.8405,Alta
131.7444,167.3962,30.7881,79.1465,5.7443,940.5587,16.5923,19.1912,14.9462,142.5855,Alta
84.1817,132.4396,82.1723,20.0169,8.1312,229.7705,15.8212,14.5901,4.5558,223.8718,Media
75.9423,177.4172,86.634,31.796,7.8631,283.9634,10.7544,20.5474,7.8292,320.9642,Alta
87.9692,135.2859,53.476,22.1296,8.9011,321.6392,5.7456,47.7995,4.3104,495.1976,Media
109.0295,86.6758,47.4464,42.9703,5.5275,939.7134,9.8367,35.1766,9.7192,417.3472,Baja
76.8064,126.2398,98.0068,83.5733,9.6765,780.1427,11.7103,15.2123,2.6158,252.1743,Media
112.4149,81.0844,28.0508,26.7866,9.9615,810.7295,19.9976,49.0708,2.7814,330.3384,Baja
90.9412,246.3203,29.3823,62.4487,1.1654,194.2824,13.2394,3.2856,2.0064,349.3232,Baja
105.2047,244.177,36.268,51.6047,8.4954,852.6789,14.191,41.951,10.7102,429.0909,Baja
93.6127,147.1764,25.5482,85.6928,4.9982,467.3738,10.3376,26.346,7.917,394.5807,Alta
79.4466,203.823,44.1429,28.5763,3.8757,336.5407,7.7353,43.8774,9.6482,327.7165,Alta
144.8453,138.787,91.9751,34.8419,6.1307,618.1751,16.4461,55.6477,13.3102,367.6732,Media
126.3606,194.0858,65.3813,22.0679,0.5597,839.9646,10.4037,45.002,11.3646,398.367,Alta
64.0113,216.9231,47.0752,50.3755,5.0646,800.7869,19.8991,26.5179,7.4641,153.2576,Baja
136.8468,240.9486,94.097,39.4483,8.7089,900.9977,9.6853,9.0585,14.781,180.1822,Baja
98.7431,148.0361,14.3618,80.8934,2.1346,935.319,2.292,48.3811,7.3876,375.4337,Alta
139.4552,213.1607,28.9249,62.3459,4.2639,314.3099,13.969,27.6423,2.5743,440.1702,Baja
129.9855,125.2078,60.93,62.9864,9.3948,481.4721,1.8862,4.5187,14.8972,263.7049,Media
92.5214,248.3565,65.3997,57.2337,4.2856,113.1657,5.7595,43.1433,1.3195,491.9561,Baja
52.2469,84.3808,13.5602,26.4295,3.5837,891.3895,7.721,17.5111,8.6984,186.4287,Baja
76.8677,182.5999,46.2735,51.1513,4.4054,239.1149,15.0502,2.9333,5.3273,266.6797,Alta
104.1634,192.116,68.4239,89.9654,5.1945,875.3273,10.3905,54.1651,8.0497,251.4092,Alta
113.3478,196.9677,72.8263,78.4661,6.3199,396.4486,1.5443,28.9861,8.822,472.1184,Media
75.7888,100.4659,67.4326,82.5421,8.0069,431.3202,12.7201,16.8577,4.3613,214.1514,Baja
63.9356,239.5501,38.8507,77.6258,4.521,135.219,8.8173,42.9832,8.796,288.3163,Baja
133.493,110.8012,18.4168,27.2129,8.1748,394.1909,18.5149,53.1541,11.5849,174.8935,Media
148.4402,185.8681,48.4401,35.9214,5.3372,899.5273,10.4917,0.0184,4.7311,308.5065,Media
102.569,117.8549,21.5879,20.2185,3.3848,122.9927,14.4705,41.2711,6.368,442.9617,Alta
67.1679,132.2268,95.2861,41.2457,6.5795,465.6947,5.1585,46.0207,4.7554,221.6158,Media
77.2307,172.898,52.7654,27.6025,7.1772,128.2597,15.4585,12.5956,12.4878,424.3168,Media
51.8391,150.9229,38.5533,53.0955,5.5805,433.8311,14.6982,29.3774,11.1498,464.5246,Alta
141.4299,107.2384,78.9674,67.3989,0.5661,255.3766,18.1776,5.3572,13.1968,129.1832,Media
61.7751,109.0592,54.8154,81.2154,1.6988,326.9966,1.6426,44.805,3.3807,402.5698,Media
107.6516,151.0846,37.9031,72.4452,2.853,889.8385,9.5025,50.8474,2.0301,202.1374,Alta
77.4055,208.7381,83.0771,85.701,2.8263,492.4443,13.904,6.4912,2.6714,170.1311,Media
105.4178,232.654,88.0437,23.7729,6.7342,346.4182,2.8081,48.9876,3.2543,340.449,Baja
115.142,94.3017,70.5707,20.8526,0.1835,630.4045,8.8015,46.2942,8.4632,382.241,Media
132.9742,146.8277,14.2268,66.2937,7.5568,227.8963,18.9008,20.8148,14.5928,257.9044,Media
70.6421,97.0417,60.9691,40.2547,2.6534,333.4524,9.2828,41.4174,6.0013,115.6695,Baja
51.0996,82.8207,78.6965,37.7451,3.1002,591.6232,19.7227,0.0029,14.4191,463.4818,Baja
63.6886,192.4922,22.2853,43.1621,5.2791,313.7707,2.0799,55.9079,1.5348,392.2988,Alta
140.0019,182.4164,30.5804,38.8857,2.1593,711.215,14.6388,33.023,13.9762,208.6667,Alta
137.389,107.7132,89.4246,55.8005,8.8447,542.3422,12.0393,37.2203,3.5361,298.7455,Baja
109.7413,119.7482,11.811,50.8104,0.8537,794.7902,10.5103,39.8796,13.7746,111.1171,Alta
110.0517,84.0303,77.7454,55.87,4.4438,953.4201,19.4461,33.6821,1.7872,235.7131,Baja
116.5037,221.941,52.6396,67.09,8.4942,204.2244,3.4634,51.4058,14.2751,309.0141,Baja
67.5371,245.6974,50.2095,47.0991,6.1584,401.1985,18.024,36.5821,3.8112,306.8894,Baja
141.4412,103.0281,10.6387,37.5915,2.9233,387.5942,14.1336,54.4656,5.238,183.274,Media
91.8771,119.3508,83.7458,31.634,4.2076,236.0646,5.9209,34.9399,7.8732,410.6989,Alta
88.3139,227.6296,42.3842,44.4632,7.0669,829.2728,18.1317,10.2673,6.3301,219.5449,Baja
101.8918,237.4988,58.6689,71.9265,9.7326,783.8908,9.1566,54.8138,10.3454,332.164,Baja
54.6966,151.3367,70.9571,72.9693,8.9314,535.9829,16.4703,40.8976,14.6473,208.6089,Media
66.6283,88.6058,73.2367,66.6834,3.4243,583.9937,8.3879,41.9543,9.49,270.0671,Baja
123.8034,86.6966,96.0382,36.382,9.982,153.5897,17.1677,59.1289,11.1008,183.0059,Baja
58.2799,177.5715,57.8206,61.166,0.035,599.9566,13.096,4.5118,2.2321,353.2031,Alta
110.3152,146.7922,45.9748,59.9483,0.2763,812.2074,3.6799,25.7156,9.7894,270.2337,Alta
74.5349,84.8709,95.8333,53.8986,8.2384,616.4448,13.3436,14.3457,7.3539,106.4469,Baja
88.9296,179.1529,67.7899,58.4985,1.9946,338.7757,4.6356,37.8256,13.401,111.266,Alta
78.8694,81.9214,36.8335,54.4253,0.6077,700.7934,8.8265,48.4087,6.435,288.4537,Baja
85.5673,213.8532,21.3818,59.5819,2.3715,425.3396,4.2356,57.9786,10.5124,173.2903,Alta
121.9046,132.0936,85.8299,70.0854,4.261,590.386,1.4183,27.2758,4.1942,334.0168,Alta
79.7122,86.8439,42.5963,27.674,7.3057,538.8088,5.0258,47.1731,4.6312,263.2767,Baja
106.6405,180.0199,69.4423,72.4738,6.2434,443.0575,11.1911,55.0231,6.2657,361.7679,Alta
97.605,147.6064,52.3735,29.512,2.3762,746.9902,10.1497,40.9995,5.2569,480.9581,Alta
116.3671,245.5461,27.9037,24.664,5.0327,895.4885,10.5284,14.564,4.5543,311.4945,Baja
143.683,172.5138,64.1518,88.3256,9.2621,104.6913,5.7061,36.4712,1.6954,414.9514,Media
123.2572,126.7907,15.4615,86.9894,8.1501,940.2549,14.0181,58.1971,12.7144,401.2164,Media
71.494,200.6046,47.2008,24.2306,3.2319,560.3636,14.381,59.2532,1.9002,468.7164,Media
53.1183,126.1536,59.1953,51.0277,9.8226,730.6587,7.8014,38.5416,13.4231,185.6071,Baja
76.2264,233.7214,49.2442,33.0371,7.0862,870.0621,17.7422,53.2193,2.7565,430.9308,Baja
109.5078,143.7027,77.3805,53.9741,0.6245,520.3933,13.2364,12.021,1.9137,462.2082,Alta
55.1426,173.4777,84.5132,78.1124,0.3516,851.4767,14.5477,14.7647,8.8821,257.1052,Alta
